日期,指数涨跌幅,指数点位
2024-12-04,-0.00014174391531497432,999.8582560846851
2024-12-05,0.002616807764674458,1002.4746929327813
2024-12-06,0.004957071952230507,1007.4440321159392
2024-12-09,-0.007744477055825395,999.6419049241891
2024-12-10,0.0016714383416222669,1001.3127447319719
2024-12-11,0.00197371613624548,1003.2890518536774
